show_009,Breaking Bad,tv,drama,crime,47,TV-MA,HD,2008,AMC,continue-watching/breaking-bad,35,false,false,false,"High school chemistry teacher turns to cooking meth","crime,drama,bryan cranston,classic"
show_010,The Office,tv,comedy,workplace,22,TV-14,HD,2005,NBC,trending/the-office,0,false,false,false,"Mockumentary about paper company employees","comedy,workplace,steve carell,mockumentary"
show_011,Game of Thrones,tv,drama,fantasy,60,TV-MA,4K HDR,2011,HBO,collections/game-of-thrones,0,false,false,false,"Noble families vie for control of the Seven Kingdoms","fantasy,dragons,medieval,epic"
show_012,Friends,tv,comedy,sitcom,22,TV-PG,HD,1994,NBC,trending/friends,0,false,false,false,"Six friends navigate life in New York City","sitcom,classic,ensemble,new york"
show_013,The Mandalorian,tv,action,sci-fi,40,TV-14,4K HDR,2019,Disney+,editorial/mandalorian,0,false,false,false,"Lone bounty hunter protects mysterious child","star wars,western,baby yoda,pedro pascal"
show_014,Yellowstone,tv,drama,western,60,TV-MA,4K,2018,Paramount,continue-watching/yellowstone,70,false,false,false,"Dutton family fights to keep their Montana ranch","western,family drama,kevin costner,modern"
show_015,The Boys,tv,action,superhero,60,TV-MA,4K HDR,2019,Prime Video,trending/the-boys,0,false,false,false,"Vigilantes fight corrupt superheroes","superhero,satire,violence,dark comedy"
show_016,Severance,tv,drama,sci-fi,60,TV-MA,4K,2022,Apple TV+,editorial/severance,25,false,false,false,"Employees undergo procedure to separate work and personal memories","psychological,thriller,adam scott,mystery"
show_017,Wednesday,tv,drama,supernatural,50,TV-14,4K HDR,2022,Netflix,trending/wednesday,0,false,false,false,"Wednesday Addams investigates murders at Nevermore Academy","gothic,mystery,jenna ortega,tim burton"
show_018,House of Cards,tv,drama,political,50,TV-MA,4K,2013,Netflix,collections/house-of-cards,0,false,false,false,"Ruthless politician schemes his way to power","political,drama,kevin spacey,thriller"
movie_009,The Godfather,movie,drama,crime,175,R,HD,1972,Paramount,collections/godfather,0,false,false,false,"Aging patriarch transfers control of criminal empire","mafia,classic,marlon brando,epic"
movie_010,Inception,movie,action,sci-fi,148,PG-13,4K,2010,Warner Bros,editorial/inception,0,false,false,false,"Thief who steals corporate secrets through dreams","christopher nolan,mind-bending,dicaprio,heist"
movie_011,Black Panther: Wakanda Forever,movie,action,superhero,161,PG-13,4K HDR,2022,Marvel,trending/black-panther-2,0,false,false,false,"Wakanda faces new threats after T'Challa's death","marvel,superhero,tribute,emotional"
movie_012,The Batman,movie,action,noir,176,PG-13,4K HDR,2022,Warner Bros,editorial/the-batman,0,false,false,false,"Young Batman hunts serial killer in Gotham","batman,noir,robert pattinson,detective"
movie_013,Avatar: The Way of Water,movie,action,sci-fi,192,PG-13,4K HDR,2022,20th Century,trending/avatar-2,0,false,false,false,"Jake Sully's family faces new threats on Pandora","james cameron,sequel,visual effects,epic"
movie_014,John Wick: Chapter 4,movie,action,thriller,169,R,4K HDR,2023,Lionsgate,editorial/john-wick-4,0,false,false,false,"John Wick fights the High Table for his freedom","keanu reeves,action,martial arts,stylized"
movie_015,Guardians of the Galaxy Vol. 3,movie,action,sci-fi,150,PG-13,4K HDR,2023,Marvel,trending/gotg-3,0,false,false,false,"Guardians face their past to save one of their own","marvel,emotional,soundtrack,finale"
movie_016,The Little Mermaid,movie,musical,fantasy,135,PG,4K HDR,2023,Disney,editorial/little-mermaid,0,false,false,false,"Live-action adaptation of Disney classic","disney,remake,musical,halle bailey"
sports_006,NHL: Rangers vs Bruins,sports,sports,hockey,180,TV-PG,HD,2024,MSG,live-now/nhl-rangers-bruins,0,false,false,false,"Original Six rivalry on ice","nhl,hockey,rivalry,original six"
sports_007,F1: Monaco Grand Prix,sports,sports,racing,120,TV-PG,4K,2024,Sky Sports,upcoming/f1-monaco,0,false,false,false,"Most prestigious race in Formula 1","f1,racing,monaco,glamour"
sports_008,Champions League: Real Madrid vs Bayern,sports,sports,soccer,120,TV-PG,4K,2024,CBS Sports,upcoming/ucl-real-bayern,0,false,false,false,"European giants clash in semifinals","soccer,champions league,european,elite"
sports_009,The Masters: Final Round,sports,sports,golf,300,TV-G,4K HDR,2024,CBS,editorial/masters-final,0,false,false,false,"Final round from Augusta National","golf,masters,tradition,augusta"
sports_010,NBA Playoffs: Warriors vs Suns,sports,sports,basketball,150,TV-PG,4K,2024,TNT,live-now/nba-warriors-suns,0,false,false,false,"Western Conference showdown","nba,playoffs,curry,durant"
news_003,Anderson Cooper 360,tv,news,analysis,60,TV-PG,HD,2024,CNN,editorial/ac360,0,false,false,false,"In-depth news analysis and interviews","news,analysis,anderson cooper,primetime"
news_004,PBS NewsHour,tv,news,journalism,60,TV-G,HD,2024,PBS,collections/pbs-newshour,0,false,false,false,"Trusted source for unbiased news","news,journalism,public media,analysis"
news_005,Face the Nation,tv,news,politics,30,TV-PG,HD,2024,CBS,upcoming/face-the-nation,0,false,false,false,"Sunday morning political talk show","politics,interviews,sunday,washington"
reality_003,Love Island,tv,reality,dating,60,TV-14,HD,2024,CBS,trending/love-island,0,false,false,false,"Singles couple up in tropical villa","dating,reality,drama,summer"
reality_004,The Amazing Race,tv,reality,competition,60,TV-PG,HD,2024,CBS,continue-watching/amazing-race,40,false,false,false,"Teams race around the world","competition,travel,adventure,teamwork"
reality_005,Queer Eye,tv,reality,makeover,45,TV-PG,HD,2024,Netflix,editorial/queer-eye,0,false,false,false,"Fab Five transform lives with style and heart","makeover,heartwarming,lgbtq,lifestyle"
reality_006,RuPaul's Drag Race,tv,reality,competition,60,TV-14,HD,2024,VH1,trending/drag-race,0,false,false,false,"Drag queens compete for the crown","drag,competition,lgbtq,fashion"
doc_003,Free Solo,movie,documentary,adventure,100,PG-13,4K,2018,National Geographic,collections/free-solo,0,false,false,false,"Alex Honnold climbs El Capitan without ropes","climbing,adventure,extreme,oscar winner"
doc_004,Won't You Be My Neighbor?,movie,documentary,biographical,94,PG-13,HD,2018,Focus Features,editorial/mister-rogers,0,false,false,false,"Life and legacy of Fred Rogers","mister rogers,childhood,wholesome,nostalgia"
doc_005,My Octopus Teacher,movie,documentary,nature,85,TV-G,4K,2020,Netflix,trending/octopus-teacher,0,false,false,false,"Filmmaker forms bond with octopus","nature,ocean,emotional,unique"
doc_006,The Last Dance,tv,documentary,sports,50,TV-MA,4K,2020,ESPN,collections/last-dance,0,false,false,false,"Michael Jordan and the 1990s Chicago Bulls","basketball,michael jordan,sports doc,dynasty"
kids_003,Encanto,movie,animation,musical,102,PG,4K HDR,2021,Disney,trending/encanto,0,false,false,false,"Colombian girl discovers family's magical secret","disney,musical,family,colombia"
kids_004,Teenage Mutant Ninja Turtles,tv,animation,action,22,TV-Y7,HD,2024,Nickelodeon,continue-watching/tmnt,20,false,false,false,"Four turtle brothers fight crime in NYC","action,comedy,classic,reboot"
kids_005,SpongeBob SquarePants,tv,animation,comedy,11,TV-Y,HD,1999,Nickelodeon,trending/spongebob,0,false,false,false,"Underwater adventures in Bikini Bottom","comedy,underwater,classic,silly"
anime_003,Demon Slayer,tv,animation,anime,24,TV-14,4K,2019,Crunchyroll,editorial/demon-slayer,0,false,false,false,"Boy fights demons to save his sister","anime,action,beautiful animation,shonen"
anime_004,My Hero Academia,tv,animation,anime,24,TV-14,HD,2016,Crunchyroll,continue-watching/mha,65,false,false,false,"Students train to become superheroes","anime,superhero,school,quirks"
anime_005,Death Note,tv,animation,anime,23,TV-14,HD,2006,Netflix,collections/death-note,0,false,false,false,"Student gains power to kill with a notebook","anime,psychological,thriller,cat and mouse"
food_003,Salt Fat Acid Heat,tv,documentary,culinary,40,TV-G,HD,2018,Netflix,editorial/salt-fat-acid,0,false,false,false,"Chef explores four elements of good cooking","cooking,educational,travel,samin nosrat"
food_004,Ugly Delicious,tv,documentary,culinary,50,TV-MA,HD,2018,Netflix,trending/ugly-delicious,0,false,false,false,"David Chang explores food and culture","food,culture,david chang,unconventional"
comedy_001,Dave Chappelle: The Closer,movie,comedy,standup,72,TV-MA,HD,2021,Netflix,editorial/chappelle-closer,0,false,false,false,"Controversial final special in series","standup,controversial,dave chappelle,comedy"
comedy_002,Bo Burnham: Inside,movie,comedy,musical,87,TV-MA,HD,2021,Netflix,collections/bo-inside,0,false,false,false,"Comedy special filmed during pandemic","comedy,musical,pandemic,innovative"
comedy_003,Kevin Hart: Reality Check,movie,comedy,standup,60,TV-MA,HD,2023,Netflix,trending/hart-reality,0,false,false,false,"Kevin Hart on family and fame","standup,kevin hart,family,relatable"
show_019,Peaky Blinders,tv,drama,crime,60,TV-MA,4K,2013,BBC,continue-watching/peaky-blinders,85,false,false,false,"1920s Birmingham gang builds empire","british,crime,cillian murphy,period"
show_020,Ozark,tv,drama,crime,60,TV-MA,4K HDR,2017,Netflix,editorial/ozark,0,false,false,false,"Financial advisor launders money in the Ozarks","crime,thriller,jason bateman,dark"
show_021,The Witcher,tv,action,fantasy,60,TV-MA,4K HDR,2019,Netflix,trending/witcher,0,false,false,false,"Monster hunter searches for adopted daughter","fantasy,henry cavill,monsters,adaptation"
show_022,Mare of Easttown,tv,drama,mystery,60,TV-MA,HD,2021,HBO,collections/mare-easttown,0,false,false,false,"Detective investigates murder in small town","mystery,kate winslet,small town,grief"
show_023,Only Murders in the Building,tv,comedy,mystery,30,TV-14,4K,2021,Hulu,editorial/only-murders,0,false,false,false,"Neighbors investigate murder in their building","mystery,comedy,steve martin,podcast"
show_024,Euphoria,tv,drama,teen,55,TV-MA,4K HDR,2019,HBO,trending/euphoria,0,false,false,false,"Teenagers navigate love and addiction","teen drama,zendaya,stylized,intense"
show_025,Loki,tv,action,superhero,50,TV-14,4K HDR,2021,Disney+,continue-watching/loki,30,false,false,false,"God of Mischief faces timeline chaos","marvel,time travel,tom hiddleston,multiverse"
show_026,The Handmaid's Tale,tv,drama,dystopian,60,TV-MA,4K,2017,Hulu,collections/handmaids-tale,0,false,false,false,"Women fight oppression in totalitarian society","dystopian,elisabeth moss,resistance,adaptation"
movie_017,Poor Things,movie,drama,fantasy,141,R,4K,2023,Searchlight,editorial/poor-things,0,false,false,false,"Woman brought back to life embarks on adventure","emma stone,surreal,yorgos lanthimos,unique"
